dates,close,AR(1),"ARMA(0,3)","ARMA((1, 1))","ARIMA((1, 1),94.72018552654167*sentiment)"
2020-11-02,67.110001,,95.50214211456648,107.14482902406185,87.20398783902708
2020-11-03,69.080002,65.8217830696378,72.61155709201084,68.97654240944549,67.78762818584264
2020-11-04,69.809998,68.43476979617108,78.8046947622249,72.68234734167935,69.79004223070822
2020-11-05,71.480003,69.40302811605133,74.66474672490818,71.36106633445445,70.44307546416093
2020-11-06,72.449997,71.61810358974105,77.36434999323666,74.89515513605292,72.09273797753215
2020-11-09,77.739998,72.90469250356239,78.12210451160018,73.724300567629,73.00049593266294
2020-11-10,76.050003,79.92128914302998,85.96129251483535,83.83364883569648,78.27213204366666
2020-11-11,82.440002,77.67969916266571,75.8928405353368,72.27016445891671,76.36726313528297
2020-11-12,87.809998,86.15532053014775,92.10344051238094,93.6497774094299,82.8542032051888
2020-11-13,89.389999,93.2780216199121,91.21166447657092,84.418581395008,87.98466414169988
2020-11-16,97.949997,95.37371682052841,90.54760352212156,95.52214447647702,89.36631337534524
2020-11-17,93.150002,106.72759996736511,101.74001129075603,101.0154304760607,97.9000566938834
2020-11-18,88.889999,100.3609416649449,91.19405154780696,87.24253938531645,92.74533034912119
2020-11-19,92.769997,94.71052255653228,84.1027901782134,92.11334051082544,88.67569335788589
2020-11-20,97.610001,99.8569073923652,99.87107680327456,94.72028238827905,92.73017070227117
2020-11-23,101.029999,106.27663317340188,103.78343799850218,101.19667736871628,97.4254141806945
2020-11-24,98.559998,110.81287928635837,94.32914245213964,101.44389414947648,100.67047813184095
2020-11-25,108.059998,107.53669829582893,96.36453780888323,96.64587143782872,98.06343317472812
2020-11-30,152.740005,120.13738931175544,120.17563131193272,118.7558973496588,152.7400497785235
